URL,Volation Type,Impact,Help,HTML Element,Messages,DOM Element
https://www.cpf.gov.sg/Members#,image-alt,critical,https://dequeuniversity.com/rules/axe/2.6/image-alt?application=webdriverjs,<img border="0" src="/Assets/common/PublishingImages/Cards/Quicklinks_Forms_icon.png">,Element does not have an alt attribute--aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element has no title attribute or the title attribute is empty--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",.left-7 > img[src$="Quicklinks_Forms_icon.png"]
https://www.cpf.gov.sg/Members#,image-alt,critical,https://dequeuniversity.com/rules/axe/2.6/image-alt?application=webdriverjs,<img border="0" src="/Assets/common/PublishingImages/Cards/Quicklinks_Forms_icon.png">,Element does not have an alt attribute--aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element has no title attribute or the title attribute is empty--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",.left-6 > img[src$="Quicklinks_Forms_icon.png"]
https://www.cpf.gov.sg/Members#,image-alt,critical,https://dequeuniversity.com/rules/axe/2.6/image-alt?application=webdriverjs,<img border="0" src="/Assets/common/PublishingImages/Cards/Quicklinks_Calculators_icon.png">,Element does not have an alt attribute--aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element has no title attribute or the title attribute is empty--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",.left-5 > img
https://www.cpf.gov.sg/Members#,image-alt,critical,https://dequeuniversity.com/rules/axe/2.6/image-alt?application=webdriverjs,<img border="0" src="/Assets/common/PublishingImages/Cards/Quicklinks_Calculators_icon.png">,Element does not have an alt attribute--aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element has no title attribute or the title attribute is empty--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",.left-4 > img
https://www.cpf.gov.sg/Members#,label,critical,https://dequeuniversity.com/rules/axe/2.6/label?application=webdriverjs,<textarea name="chat_input" maxlength="170" class="chat_textarea" id="chat_input" placeholder="Type your question ..."></textarea>,aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Form element does not have an implicit (wrapped) <label>--Form element does not have an explicit <label>--Element has no title attribute or the title attribute is empty,#chat_input
https://www.cpf.gov.sg/Members#,landmark-one-main,moderate,https://dequeuniversity.com/rules/axe/2.6/landmark-one-main?application=webdriverjs,<html dir="ltr" lang="en-SG" style="" class="cpf-js cpf-flexbox cpf-canvas cpf-canvastext cpf-no-touch cpf-postmessage cpf-indexeddb cpf-hashchange cpf-history cpf-rgba cpf-hsla cpf-multiplebgs cpf-backgroundsize cpf-borderimage cpf-borderradius cpf-boxshadow cpf-textshadow cpf-opacity cpf-cssanimations cpf-csscolumns cpf-cssgradients cpf-cssreflections cpf-csstransforms cpf-csstransforms3d cpf-csstransitions cpf-fontface cpf-generatedcontent cpf-video cpf-audio cpf-localstorage cpf-sessionstorage cpf-applicationcache cpf-svg cpf-inlinesvg cpf-smil cpf-svgclippaths k-webkit k-webkit79 hydrated wf-librefranklin-n4-inactive wf-inactive">,,html
https://www.cpf.gov.sg/Members#,link-name,serious,https://dequeuniversity.com/rules/axe/2.6/link-name?application=webdriverjs,<a href="/Members/Schemes/schemes/other-matters/cpf-nomination-scheme" target="_blank"><img src="/Assets/common/PublishingImages/HeroImage/Nomination_HeroImage_Text_girl.png" alt="" style="margin:5px;"></a>,Element does not have text that is visible to screen readers--aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",#imageRotator > [role="listbox"] > div:nth-child(1) > .caption-container > .rightbox > .carousel-caption1 > .heading > p > a[href$="cpf-nomination-scheme"]
https://www.cpf.gov.sg/Members#,fake-rule,serious,There isn't a help url for this!,<a id="linkTurnOnAcc" href="#" class="ms-TurnOnAcc" onclick="SetIsAccessibilityFeatureEnabled(true);UpdateAccessibilityUI();document.getElementById('linkTurnOffAcc').focus();return false;">                Turn on more accessible mode            </a>,Element has no Bok Choy,#linkTurnOnAcc
https://www.cpf.gov.sg/Members#,fake-rule,serious,There isn't a help url for this!,<a id="linkTurnOffAnimation" href="#" class="ms-accessible ms-acc-button" onclick="ToggleAnimationStatus();return false;">                Turn off Animations            </a>,Element has no Bok Choy,#linkTurnOffAnimation
https://www.cpf.gov.sg/Members#,fake-rule,serious,There isn't a help url for this!,<a class="sgds-button is-text is-large no-padding-LR" style="text-decoration: none" id="search-activate">                                        <span class="sgds-icon is-size-5 sgds-icon-search">                                        </span>                                    </a>,Element has no Bok Choy,#search-activate
https://www.cpf.gov.sg/Members#,fake-rule,serious,There isn't a help url for this!,<a id="mainContent" name="mainContent" tabindex="-1">                        </a>,Element has no Bok Choy,#mainContent
https://www.cpf.gov.sg/Members#,fake-rule,serious,There isn't a help url for this!,<a href="#">Learn About CPF Nominations</a>,Element has no Bok Choy,.selected > a
https://www.cpf.gov.sg/Members#,fake-rule,serious,There isn't a help url for this!,<a href="#">Grow your CPF savings</a>,Element has no Bok Choy,#imageRotator > .nav > div:nth-child(2) > a
URL,Volation Type,Impact,Help,HTML Element,Messages,DOM Element
https://www.gov.sg/,color-contrast,serious,https://dequeuniversity.com/rules/axe/2.6/color-contrast?application=webdriverjs,<span>Education</span>,Element has insufficient color contrast of 2.05 (foreground color: #ffffff- background color: #f19cbb- font size: 9.0pt- font weight: normal). Expected contrast ratio of 4.5:1,html > body > .banner-art.js-banner-art > .banner-art__inner > .banner-art__list > a:nth-child(2) > .banner-art__info > .banner-art__itag > .tag.tag-primary > span
https://www.gov.sg/,color-contrast,serious,https://dequeuniversity.com/rules/axe/2.6/color-contrast?application=webdriverjs,<span>Housing</span>,Element has insufficient color contrast of 3.14 (foreground color: #ffffff- background color: #cd7f32- font size: 9.0pt- font weight: normal). Expected contrast ratio of 4.5:1,html > body > .banner-art.js-banner-art > .banner-art__inner > .banner-art__list > a:nth-child(3) > .banner-art__info > .banner-art__itag > .tag.tag-primary > span
https://www.gov.sg/,color-contrast,serious,https://dequeuniversity.com/rules/axe/2.6/color-contrast?application=webdriverjs,<span class="button is-radiusless tag tag-primary" style="background-color: #B0BF1A;">                                    Savings and Taxes                                </span>,Element has insufficient color contrast of 2.03 (foreground color: #ffffff- background color: #b0bf1a- font size: 9.0pt- font weight: normal). Expected contrast ratio of 4.5:1,html > body > .section--layout > .container > .layout-panel > .columns > .column > div:nth-child(2) > div > div:nth-child(3) > a > .latest-content__info > span
https://www.gov.sg/,color-contrast,serious,https://dequeuniversity.com/rules/axe/2.6/color-contrast?application=webdriverjs,<span class="button is-radiusless tag tag-primary" style="background-color: #9966CC;">                                    Social and Community                                </span>,Element has insufficient color contrast of 4.09 (foreground color: #ffffff- background color: #9966cc- font size: 9.0pt- font weight: normal). Expected contrast ratio of 4.5:1,html > body > .section--layout > .container > .layout-panel > .columns > .column > div:nth-child(2) > div > div:nth-child(4) > a > .latest-content__info > span
https://www.gov.sg/,color-contrast,serious,https://dequeuniversity.com/rules/axe/2.6/color-contrast?application=webdriverjs,<span class="button is-radiusless tag tag-primary" style="background-color: #F19CBB;">                                    Education                                </span>,Element has insufficient color contrast of 2.05 (foreground color: #ffffff- background color: #f19cbb- font size: 9.0pt- font weight: normal). Expected contrast ratio of 4.5:1,html > body > .section--layout > .container > .layout-panel > .columns > .column > div:nth-child(2) > div > div:nth-child(6) > a > .latest-content__info > span
https://www.gov.sg/,color-contrast,serious,https://dequeuniversity.com/rules/axe/2.6/color-contrast?application=webdriverjs,<a href="~/link.aspx?_id=A9760E2521D942CDA2F6E4FB690DBFFC&amp;_z=z">here</a>,Element has insufficient color contrast of 3.7 (foreground color: #d81800- background color: #dadada- font size: 12.0pt- font weight: normal). Expected contrast ratio of 4.5:1,p > a
https://www.gov.sg/,frame-title,serious,https://dequeuniversity.com/rules/axe/2.6/frame-title?application=webdriverjs,<iframe src="https://www.youtube.com/embed/undefined??disablekb=1&amp;rel=0&amp;enablejsapi=1&amp;origin=https%3A%2F%2Fwww.gov.sg" allow="autoplay" frameborder="0" class="yt-pl__player" data-gtm-yt-inspected-12325006_41="true" id="185935953" cd_frame_id_="cd494173197afe0fd97f313220de9929"></iframe>,aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element has no title attribute or the title attribute is empty--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",#\31 85935953
https://www.gov.sg/,landmark-one-main,moderate,https://dequeuniversity.com/rules/axe/2.6/landmark-one-main?application=webdriverjs,<html lang="en" style="--vh:5.59px;">,,html
https://www.gov.sg/,link-name,serious,https://dequeuniversity.com/rules/axe/2.6/link-name?application=webdriverjs,<a href="https://www.facebook.com/gov.sg" class="navbar-socialmedia__item" target="_blank">,Element does not have text that is visible to screen readers--aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",html > body > .header-wrapper.is-stuck > header > [role="navigation"]:nth-child(2) > .container > .navbar-menu > .navbar-end > .navbar-socialmedia > .navbar-item > .navbar-socialmedia__items > a[href$="gov.sg"]:nth-child(1)
https://www.gov.sg/,link-name,serious,https://dequeuniversity.com/rules/axe/2.6/link-name?application=webdriverjs,<a href="https://www.instagram.com/gov.sg/" class="navbar-socialmedia__item" target="_blank">,Element does not have text that is visible to screen readers--aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",html > body > .header-wrapper.is-stuck > header > [role="navigation"]:nth-child(2) > .container > .navbar-menu > .navbar-end > .navbar-socialmedia > .navbar-item > .navbar-socialmedia__items > a[href$="gov.sg/"]
https://www.gov.sg/,link-name,serious,https://dequeuniversity.com/rules/axe/2.6/link-name?application=webdriverjs,<a href="https://www.youtube.com/user/govsingapore" class="navbar-socialmedia__item" target="_blank">,Element does not have text that is visible to screen readers--aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",html > body > .header-wrapper.is-stuck > header > [role="navigation"]:nth-child(2) > .container > .navbar-menu > .navbar-end > .navbar-socialmedia > .navbar-item > .navbar-socialmedia__items > a[href$="govsingapore"]
https://www.gov.sg/,link-name,serious,https://dequeuniversity.com/rules/axe/2.6/link-name?application=webdriverjs,<a href="https://twitter.com/govsingapore/" class="navbar-socialmedia__item" target="_blank">,Element does not have text that is visible to screen readers--aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",html > body > .header-wrapper.is-stuck > header > [role="navigation"]:nth-child(2) > .container > .navbar-menu > .navbar-end > .navbar-socialmedia > .navbar-item > .navbar-socialmedia__items > a[href$="govsingapore/"]
https://www.gov.sg/,link-name,serious,https://dequeuniversity.com/rules/axe/2.6/link-name?application=webdriverjs,<a href="https://sg.sg/mgp" class="navbar-socialmedia__item" target="_blank">,Element does not have text that is visible to screen readers--aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",html > body > .header-wrapper.is-stuck > header > [role="navigation"]:nth-child(2) > .container > .navbar-menu > .navbar-end > .navbar-socialmedia > .navbar-item > .navbar-socialmedia__items > a[href$="mgp"]
https://www.gov.sg/,link-name,serious,https://dequeuniversity.com/rules/axe/2.6/link-name?application=webdriverjs,<a href="https://m.me/gov.sg" class="navbar-socialmedia__item" target="_blank">,Element does not have text that is visible to screen readers--aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",html > body > .header-wrapper.is-stuck > header > [role="navigation"]:nth-child(2) > .container > .navbar-menu > .navbar-end > .navbar-socialmedia > .navbar-item > .navbar-socialmedia__items > a[href$="gov.sg"]:nth-child(6)
https://www.gov.sg/,link-name,serious,https://dequeuniversity.com/rules/axe/2.6/link-name?application=webdriverjs,<a href="/">            <img alt="" src="/-/media/gov/images/shared/logo/2019-08-07.png">        </a>,Element does not have text that is visible to screen readers--aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",.footer-brand > a
https://www.gov.sg/,link-name,serious,https://dequeuniversity.com/rules/axe/2.6/link-name?application=webdriverjs,<a href="https://www.facebook.com/gov.sg" class="navbar-socialmedia__item" target="_blank">,Element does not have text that is visible to screen readers--aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",html > body > footer > .container > .footer-main > .footer-social > .navbar-socialmedia > .navbar-item > .navbar-socialmedia__items > a[href$="gov.sg"]:nth-child(1)
https://www.gov.sg/,link-name,serious,https://dequeuniversity.com/rules/axe/2.6/link-name?application=webdriverjs,<a href="https://www.instagram.com/gov.sg/" class="navbar-socialmedia__item" target="_blank">,Element does not have text that is visible to screen readers--aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",html > body > footer > .container > .footer-main > .footer-social > .navbar-socialmedia > .navbar-item > .navbar-socialmedia__items > a[href$="gov.sg/"]
https://www.gov.sg/,link-name,serious,https://dequeuniversity.com/rules/axe/2.6/link-name?application=webdriverjs,<a href="https://www.youtube.com/user/govsingapore" class="navbar-socialmedia__item" target="_blank">,Element does not have text that is visible to screen readers--aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",html > body > footer > .container > .footer-main > .footer-social > .navbar-socialmedia > .navbar-item > .navbar-socialmedia__items > a[href$="govsingapore"]
https://www.gov.sg/,link-name,serious,https://dequeuniversity.com/rules/axe/2.6/link-name?application=webdriverjs,<a href="https://twitter.com/govsingapore/" class="navbar-socialmedia__item" target="_blank">,Element does not have text that is visible to screen readers--aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",html > body > footer > .container > .footer-main > .footer-social > .navbar-socialmedia > .navbar-item > .navbar-socialmedia__items > a[href$="govsingapore/"]
https://www.gov.sg/,link-name,serious,https://dequeuniversity.com/rules/axe/2.6/link-name?application=webdriverjs,<a href="https://sg.sg/mgp" class="navbar-socialmedia__item" target="_blank">,Element does not have text that is visible to screen readers--aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",html > body > footer > .container > .footer-main > .footer-social > .navbar-socialmedia > .navbar-item > .navbar-socialmedia__items > a[href$="mgp"]
https://www.gov.sg/,link-name,serious,https://dequeuniversity.com/rules/axe/2.6/link-name?application=webdriverjs,<a href="https://m.me/gov.sg" class="navbar-socialmedia__item" target="_blank">,Element does not have text that is visible to screen readers--aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",html > body > footer > .container > .footer-main > .footer-social > .navbar-socialmedia > .navbar-item > .navbar-socialmedia__items > a[href$="gov.sg"]:nth-child(6)
https://www.gov.sg/,fake-rule,serious,There isn't a help url for this!,<a class="navbar-link">                            More                        </a>,Element has no Bok Choy,#navbar-automenu-more > a.navbar-link
https://www.gov.sg/,fake-rule,serious,There isn't a help url for this!,<a class="navbar-link">                                        Resources                                    </a>,Element has no Bok Choy,#navbar-fullmenu > .navbar-scroll-wrapper > .navbar-additional.navbar-end > .has-dropdown.initialized > a.navbar-link
URL,Volation Type,Impact,Help,HTML Element,Messages,DOM Element
https://www.cpf.gov.sg/Members,aria-required-children,critical,https://dequeuniversity.com/rules/axe/2.6/aria-required-children?application=webdriverjs,<div class="carousel-inner" role="listbox">,Required ARIA child role not present: option,#imageRotator > [role="listbox"].carousel-inner
https://www.cpf.gov.sg/Members,button-name,critical,https://dequeuniversity.com/rules/axe/2.6/button-name?application=webdriverjs,<button type="button" class="sgds-button is-white is-medium" aria-haspopup="true" aria-controls="sgds-dropdown-menu2" style="padding-left: 7px;padding-right: 4px;">,Element has a value attribute and the value attribute is empty--Element has no value attribute or the value attribute is empty--Element does not have inner text that is visible to screen readers--aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",.sgds-dropdown-trigger > button
https://www.cpf.gov.sg/Members,button-name,critical,https://dequeuniversity.com/rules/axe/2.6/button-name?application=webdriverjs,<button class="cpf-btn-share cpf-btn-accessibility-large-size" id="btnPrint1" data-utility="printPage" onclick="window.print(); return false;" style="margin-left: 5px; background: #464642;">                            <span class="glyphicon glyphicon-print"></span>                        </button>,Element has a value attribute and the value attribute is empty--Element has no value attribute or the value attribute is empty--Element does not have inner text that is visible to screen readers--aria-label attribute does not exist or is empty--aria-labelledby attribute does not exist- references elements that do not exist or references elements that are empty or not visible--Element's default semantics were not overridden with role="presentation"--Element's default semantics were not overridden with role="none",#btnPrint1
https://www.cpf.gov.sg/Members,color-contrast,serious,https://dequeuniversity.com/rules/axe/2.6/color-contrast?application=webdriverjs,<a onclick="ga('send'-'event'-'Member Popular Services'-'Popular Services Click'-'View My Statement')" href="https://www.cpf.gov.sg/eSvc/Web/Services/Statement/Statement" target="_self">View My Statement</a>,Element has insufficient color contrast of 4.4 (foreground color: #4f8208- background color: #f9f9f9- font size: 12.0pt- font weight: bold). Expected contrast ratio of 4.5:1,.caption > a[href$="Statement"]
https://www.cpf.gov.sg/Members,color-contrast,serious,https://dequeuniversity.com/rules/axe/2.6/color-contrast?application=webdriverjs,<a onclick="ga('send'-'event'-'Member Popular Services'-'Popular Services Click'-'View My Activities')" href="https://www.cpf.gov.sg/eSvc/Web/Services/MyActivity/MyActivity" target="_self">View My Activities</a>,Element has insufficient color contrast of 4.4 (foreground color: #4f8208- background color: #f9f9f9- font size: 12.0pt- font weight: bold). Expected contrast ratio of 4.5:1,.caption > a[href$="MyActivity"]
https://www.cpf.gov.sg/Members,color-contrast,serious,https://dequeuniversity.com/rules/axe/2.6/color-contrast?application=webdriverjs,<a onclick="ga('send'-'event'-'Member Popular Services'-'Popular Services Click'-'Make Voluntary Contributions')" href="https://www.cpf.gov.sg/eSvc/Web/Miscellaneous/Cashier/ECashierHomepage" target="_self">Make Voluntary Contributions</a>,Element has insufficient color contrast of 4.4 (foreground color: #4f8208- background color: #f9f9f9- font size: 12.0pt- font weight: bold). Expected contrast ratio of 4.5:1,#card_container > .glider-contain.glider-wrap > .glider.draggable > .glider-track > .left-7 > .caption > a[href$="ECashierHomepage"]
https://www.cpf.gov.sg/Members,color-contrast,serious,https://dequeuniversity.com/rules/axe/2.6/color-contrast?application=webdriverjs,<a onclick="ga('send'-'event'-'Member Popular Services'-'Popular Services Click'-'Make Retirement Top-Ups')" href="https://www.cpf.gov.sg/eSvc/Web/Miscellaneous/Cashier/ECashierHomepage" target="_self">Make Retirement Top-Ups</a>,Element has insufficient color contrast of 4.4 (foreground color: #4f8208- background color: #f9f9f9- font size: 12.0pt- font weight: bold). Expected contrast ratio of 4.5:1,#card_container > .glider-contain.glider-wrap > .glider.draggable > .glider-track > .left-6 > .caption > a[href$="ECashierHomepage"]
https://www.cpf.gov.sg/Members,color-contrast,serious,https://dequeuniversity.com/rules/axe/2.6/color-contrast?application=webdriverjs,<a onclick="ga('send'-'event'-'Member Popular Services'-'Popular Services Click'-'Calculate CPF Contributions')" href="https://www.cpf.gov.sg/eSvc/Web/Miscellaneous/ContributionCalculator/Index?isFirstAndSecondYear=0&amp;isMember=1" target="_self">Calculate CPF Contributions</a>,Element has insufficient color contrast of 4.4 (foreground color: #4f8208- background color: #f9f9f9- font size: 12.0pt- font weight: bold). Expected contrast ratio of 4.5:1,#card_container > .glider-contain.glider-wrap > .glider.draggable > .glider-track > .left-5 > .caption > a
https://www.cpf.gov.sg/Members,color-contrast,serious,https://dequeuniversity.com/rules/axe/2.6/color-contrast?application=webdriverjs,<a onclick="ga('send'-'event'-'Member Popular Services'-'Popular Services Click'-'Calculate CPF LIFE Payouts')" href="https://www.cpf.gov.sg/eSvc/Web/Schemes/LifeEstimator/LifeEstimator" target="_self">Calculate CPF LIFE Payouts</a>,Element has insufficient color contrast of 4.4 (foreground color: #4f8208- background color: #f9f9f9- font size: 12.0pt- font weight: bold). Expected contrast ratio of 4.5:1,.caption > a[href$="LifeEstimator"]
